"last_name, first_name","player_id","year","xwoba","exit_velocity_avg","launch_angle_avg","hard_hit_percent","sprint_speed",""
"Carpenter, Matt","572761","2020",".330","88.1","17.1",36.3,"25.6",
"Dickerson, Corey","572816","2020",".305","85.7","11.1",30.8,"27.0",
"Ruf, Darin","573131","2020",".353","89.4","12.5",43.8,"25.7",
"Yastrzemski, Mike","573262","2020",".364","88.2","18.4",42.3,"27.5",
"Contreras, Willson","575929","2020",".353","89.8","9.1",47.8,"27.3",
"Gyorko, Jedd","576397","2020",".357","88.6","15.3",43.2,"23.9",
"Iglesias, Jose","578428","2020",".387","86.2","7.6",36.5,"27.1",
"Bryant, Kris","592178","2020",".284","86.1","20.7",31.9,"27.6",
"Canha, Mark","592192","2020",".359","89.7","19.4",39.4,"27.6",
"Castellanos, Nick","592206","2020",".375","91","16.5",46.7,"27.7",
"DeShields, Delino","592261","2020",".267","84.6","6.7",19.5,"28.6",
"Gamel, Ben","592325","2020",".330","87.9","11.5",32,"26.7",
"Goodrum, Niko","592348","2020",".265","88.8","16",40.2,"28.0",
"Jones, JaCoby","592444","2020",".321","89.5","11",45.3,"27.0",
"Judge, Aaron","592450","2020",".378","92.2","15.7",40.6,"26.8",
"Machado, Manny","592518","2020",".385","90.2","15.6",43.5,"26.4",
"Marmolejos, Jose","592530","2020",".317","90.5","10.5",45.3,"25.4",
"Moran, Colin","592567","2020",".350","91.9","8.3",47.2,"24.2",
"Pederson, Joc","592626","2020",".339","93","12.5",44.8,"26.4",
"Realmuto, J.T.","592663","2020",".356","90.2","11.6",42.4,"28.2",
"Renfroe, Hunter","592669","2020",".318","89.6","17.5",39.5,"27.3",
"Rosario, Eddie","592696","2020",".318","87.5","18.1",35.4,"26.8",
"Simmons, Andrelton","592743","2020",".262","86.5","6",31.4,"26.1",
"Yelich, Christian","592885","2020",".374","94","7.1",55.6,"28.1",
"Merrifield, Whit","593160","2020",".336","86.1","15.8",27.3,"28.4",
"Bogaerts, Xander","593428","2020",".340","89","8.7",36.8,"27.7",
"Alberto, Hanser","593643","2020",".261","82.3","13.2",20.7,"26.8",
"Polanco, Jorge","593871","2020",".304","86.6","16.1",33.3,"27.8",
"Sano, Miguel","593934","2020",".326","95.2","20.2",57.3,"26.5",
"Calhoun, Kole","594777","2020",".379","89.4","17",38.2,"25.9",
"Duvall, Adam","594807","2020",".342","88.1","22.9",40.1,"28.0",
"Eaton, Adam","594809","2020",".303","87.8","5.7",38.2,"27.9",
"Gosselin, Phil","594838","2020",".295","85.3","13.8",29.2,"28.7",
"Kiermaier, Kevin","595281","2020",".325","87.7","-0.4",41.7,"29.3",
"Alfaro, Jorge","595751","2020",".283","89.2","2.8",49.1,"28.0",
"Profar, Jurickson","595777","2020",".338","87.2","11",27.7,"27.0",
"Baez, Javier","595879","2020",".279","89.4","10.3",40.3,"27.9",
"Cave, Jake","595909","2020",".272","87.4","8.5",39.1,"27.9",
"Lindor, Francisco","596019","2020",".346","89.9","13.5",41.1,"27.4",
"Odor, Rougned","596059","2020",".282","86","20.7",32.3,"27.0",
"Slater, Austin","596103","2020",".416","89.2","10.9",45.3,"27.8",
"Story, Trevor","596115","2020",".335","89.9","20.8",41.3,"29.0",
"Vogelbach, Daniel","596129","2020",".335","89.5","10.2",41.5,"24.1",
"Sanchez, Gary","596142","2020",".314","91.8","19.2",50,"25.0",
"Kepler, Max","596146","2020",".340","88.5","22.2",38.2,"28.1",
"Quinn, Roman","596451","2020",".245","85.8","9.7",25.7,"30.5",
"Franco, Maikel","596748","2020",".307","86.7","8.4",38.6,"24.6",
"Choi, Ji Man","596847","2020",".276","89","15.7",39.3,"24.3",
"Bradley Jr., Jackie","598265","2020",".301","88.4","4.3",36.4,"27.3",
"La Stella, Tommy","600303","2020",".348","88","17.1",28.3,"25.4",
"Severino, Pedro","600474","2020",".337","87.6","9.5",31.4,"26.6",
"Nunez, Renato","600524","2020",".315","86.3","21.1",36.4,"26.6",
"Candelario, Jeimer","600869","2020",".356","90.2","13.3",47.1,"26.8",
"Ahmed, Nick","605113","2020",".304","87.7","9.4",33.3,"28.1",
"Anderson, Brian","605119","2020",".324","87.4","9.6",39.3,"26.4",
"Barnes, Austin","605131","2020",".274","86.9","16.2",35.4,"26.5",
"Bell, Josh","605137","2020",".297","91.7","5.9",42.9,"26.2",
"Betts, Mookie","605141","2020",".362","90.7","18.5",43.4,"28.3",
"Caratini, Victor","605170","2020",".285","87.9","6.2",36.5,"24.6",
"Davis, J.D.","605204","2020",".355","90.1","3.3",45.2,"27.2",
"Panik, Joe","605412","2020",".322","87.5","9.3",33.3,"26.4",
"Arcia, Orlando","606115","2020",".338","89","9.6",38.7,"26.2",
"Tapia, Raimel","606132","2020",".292","85.3","1.8",30,"28.2",
"Hernandez, Teoscar","606192","2020",".401","93.3","15.3",53.1,"28.3",
"Peraza, Jose","606299","2020",".291","85.4","20",27.7,"28.2",
"Marte, Ketel","606466","2020",".306","89.2","10",40.5,"27.7",
"Nimmo, Brandon","607043","2020",".364","87.2","7.6",32.9,"28.0",
"Turner, Trea","607208","2020",".383","90.5","9.5",40.7,"30.0",
"Pillar, Kevin","607680","2020",".328","87.1","13.4",36.5,"27.8",
"Stallings, Jacob","607732","2020",".277","88.6","12.4",37.5,"23.5",
"Ramirez, Jose","608070","2020",".373","88.7","23.2",35.6,"27.2",
"Bregman, Alex","608324","2020",".332","88.9","17.3",33.6,"27.0",
"Gallo, Joey","608336","2020",".317","91.2","26.8",43.9,"27.1",
"Kelly, Carson","608348","2020",".270","86.3","16.7",34.4,"25.6",
"Seager, Corey","608369","2020",".434","93.2","11.9",55.9,"27.0",
"Winker, Jesse","608385","2020",".397","92.1","10.5",49,"26.4",
"Mazara, Nomar","608577","2020",".291","91","6.7",48.9,"25.8",
"Mondesi, Adalberto","609275","2020",".267","90.6","13.7",39.1,"29.4",
"Reyes, Franmil","614177","2020",".342","92.4","11.2",44.9,"26.2",
"Lopes, Tim","621005","2020",".276","87.2","6.5",39.4,"28.4",
"Swanson, Dansby","621020","2020",".354","89.1","14.7",40.7,"28.5",
"Newman, Kevin","621028","2020",".290","85.5","8.7",28.3,"27.5",
"Taylor, Chris","621035","2020",".371","88","9.1",45,"28.4",
"Correa, Carlos","621043","2020",".315","88.8","11.3",42.1,"27.2",
"Buxton, Byron","621439","2020",".335","91.2","23.6",47.9,"30.0",
"Brinson, Lewis","621446","2020",".296","88.1","7.9",36.8,"28.6",
"Stewart, DJ","621466","2020",".336","91.4","17.8",46.2,"26.2",
"Ward, Taylor","621493","2020",".309","91.1","10.4",47,"28.4",
"Wendle, Joey","621563","2020",".304","86.7","5.1",32.1,"28.2",
"Olson, Matt","621566","2020",".340","92.3","19.6",45.9,"25.9",
"Margot, Manuel","622534","2020",".309","89.4","7.5",33.9,"28.4",
"Camargo, Johan","622666","2020",".240","87.3","9.8",32.9,"25.6",
"Reyes, Victor","622682","2020",".329","90","10.7",41.4,"27.9",
"Bote, David","623520","2020",".330","92.4","9.3",52.3,"27.6",
"Santander, Anthony","623993","2020",".358","88.6","24.7",36.7,"26.7",
"Alonso, Pete","624413","2020",".334","90.2","15.5",41.2,"26.2",
"Biggio, Cavan","624415","2020",".315","87.4","16.7",30.8,"27.7",
"Conforto, Michael","624424","2020",".374","88.4","11",36.6,"26.8",
"Frazier, Adam","624428","2020",".309","85.5","12.3",25.1,"27.1",
"Soler, Jorge","624585","2020",".354","92.5","15.5",51.1,"26.5",
"Cronenworth, Jake","630105","2020",".393","89.8","10.6",42.7,"28.7",
"Frazier, Clint","640449","2020",".363","89.4","11.6",43.2,"27.5",
"Meadows, Austin","640457","2020",".278","90.3","24.2",44,"26.5",
"Anderson, Tim","641313","2020",".352","87.2","6.7",35.8,"28.7",
"Bellinger, Cody","641355","2020",".374","89.3","16.6",41.5,"28.6",
"Calhoun, Willie","641432","2020",".234","89.3","14.4",38.8,"25.5",
"Crawford, J.P.","641487","2020",".318","85.8","11.5",31.1,"26.6",
"Dozier, Hunter","641531","2020",".331","86.4","17",30.9,"28.0",
"Hampson, Garrett","641658","2020",".297","86.3","14.4",23.4,"29.6",
"Lewis, Kyle","641786","2020",".344","88.3","11.1",35,"27.9",
"McMahon, Ryan","641857","2020",".296","90.1","9.2",43,"25.9",
"O'Neill, Tyler","641933","2020",".290","88","15.1",39.2,"29.6",
"Sisco, Chance","642082","2020",".327","88.8","20",36.8,"24.1",
"Smith, Dominic","642086","2020",".392","89.8","10.8",46.7,"25.9",
"Tellez, Rowdy","642133","2020",".368","90.7","10.6",45.3,"25.3",
"Valaika, Pat","642162","2020",".323","88.7","18.2",34.3,"27.3",
"Wade, Tyler","642180","2020",".310","86.6","13.4",27.9,"28.2",
"Rosario, Amed","642708","2020",".261","86.5","4.2",33,"28.7",
"Adames, Willy","642715","2020",".307","88.8","12.5",40.5,"28.2",
"Cooper, Garrett","643265","2020",".383","90.1","9.5",41.6,"25.9",
"Dubon, Mauricio","643289","2020",".319","86.2","16.7",30.6,"27.9",
"Jansen, Danny","643376","2020",".354","85.1","16.3",35.5,"27.2",
"Kemp, Tony","643393","2020",".329","85.8","18.8",15.9,"26.6",
"Kiner-Falefa, Isiah","643396","2020",".294","87.2","0.8",31.1,"28.1",
"Long Jr., Shed","643418","2020",".248","87.1","2.6",32.5,"26.8",
"McNeil, Jeff","643446","2020",".337","86.6","11.5",26.5,"27.1",
"Tauchman, Mike","643565","2020",".300","84.9","10.6",24.3,"27.1",
"Albies, Ozzie","645277","2020",".294","86.7","17.8",28.4,"28.0",
"Robles, Victor","645302","2020",".262","82.2","19",22.9,"28.1",
"Devers, Rafael","646240","2020",".328","93","10.6",43.6,"26.5",
"Naylor, Josh","647304","2020",".309","86.8","7.8",34.1,"26.9",
"Urias, Luis","649966","2020",".270","87.7","2.3",27.3,"27.0",
"Arraez, Luis","650333","2020",".357","87.5","12.1",30.4,"26.5",
"Jimenez, Eloy","650391","2020",".364","92.4","5.7",55.7,"27.2",
"Torres, Gleyber","650402","2020",".335","88.6","14.9",38,"26.4",
"Castro, Willi","650489","2020",".368","85.3","11.3",31.9,"28.2",
"Diaz, Yandy","650490","2020",".327","88.3","-7.9",30.9,"26.0",
"Rengifo, Luis","650859","2020",".259","87.6","3.8",33.3,"27.6",
"Chapman, Matt","656305","2020",".350","93.6","24.1",51.7,"27.5",
"Chavis, Michael","656308","2020",".294","88.3","10",37.8,"28.1",
"Hilliard, Sam","656541","2020",".266","88.3","10.8",44.4,"29.3",
"Hoskins, Rhys","656555","2020",".381","89.8","24.8",42.6,"25.7",
"Mullins II, Cedric","656775","2020",".251","88.6","15.9",31.8,"28.7",
"O'Hearn, Ryan","656811","2020",".320","90.7","11.9",44.2,"26.3",
"Schwarber, Kyle","656941","2020",".340","92.8","8.8",47.2,"26.9",
"Tucker, Cole","657061","2020",".215","83.1","13.3",25,"28.5",
"Verdugo, Alex","657077","2020",".299","87","5.9",34.4,"27.5",
"White, Evan","657108","2020",".292","91.7","13.7",52.5,"28.2",
"DeJong, Paul","657557","2020",".315","89.2","21.7",40.6,"26.5",
"Laureano, Ramon","657656","2020",".338","87.7","12.3",34.4,"27.9",
"Fuentes, Joshua","658069","2020",".270","84","10.6",23.9,"27.7",
"Olivares, Edward","658668","2020",".286","82.7","7.6",27.8,"28.9",
"Moncada, Yoan","660162","2020",".290","87.8","13.9",33.1,"27.5",
"Ohtani, Shohei","660271","2020",".331","89.1","9.2",42.7,"28.8",
"Tsutsugo, Yoshi","660294","2020",".325","90.2","17.2",47.2,"25.8",
"Acuna Jr., Ronald","660670","2020",".420","92.4","18.6",57,"29.2",
"Varsho, Daulton","662139","2020",".288","86.2","18.4",38.2,"28.2",
"Hoerner, Nico","663538","2020",".297","87.5","0.8",37.2,"28.8",
"Riley, Austin","663586","2020",".342","91","13.6",42.9,"26.9",
"Madrigal, Nick","663611","2020",".314","83.7","4.3",19.8,"28.0",
"Mountcastle, Ryan","663624","2020",".328","87.4","10.8",41.8,"28.0",
"Tucker, Kyle","663656","2020",".327","91.1","14.9",44.5,"27.6",
"Bart, Joey","663698","2020",".248","89","12.6",48.4,"26.8",
"Grisham, Trent","663757","2020",".368","88.3","13.5",41.8,"29.1",
"Happ, Ian","664023","2020",".362","91.1","9",48.5,"27.1",
"France, Ty","664034","2020",".360","85.7","14.8",29.8,"25.2",
"Lowe, Brandon","664040","2020",".384","89.8","18.1",43.1,"27.4",
"Bader, Harrison","664056","2020",".327","86","15.7",35.8,"29.4",
"Fletcher, David","664058","2020",".316","84.7","4.1",17.8,"27.3",
"Kingery, Scott","664068","2020",".302","85.3","16.9",31.6,"28.6",
"Moore, Dylan","664238","2020",".357","90.4","17.3",44.7,"27.7",
"Bohm, Alec","664761","2020",".357","90.2","4.8",46.8,"27.3",
"Mendick, Danny","664901","2020",".257","86.2","7.4",31.3,"26.0",
"Walsh, Jared","665120","2020",".355","88.1","13.1",39.1,"26.5",
"Tatis Jr., Fernando","665487","2020",".422","95.9","8.7",62.2,"29.4",
"Guerrero Jr., Vladimir","665489","2020",".333","92.5","4.6",50.8,"25.3",
"Soto, Juan","665742","2020",".475","92.1","4.3",51.6,"26.1",
"Taveras, Leody","665750","2020",".305","88.9","14.3",41.6,"29.1",
"Gimenez, Andres","665926","2020",".303","86.8","13.5",26.4,"28.9",
"Adell, Jo","666176","2020",".232","90.6","11.4",36.2,"29.3",
"Bichette, Bo","666182","2020",".359","89.2","12",40.6,"27.7",
"Carlson, Dylan","666185","2020",".314","87.4","9.3",42.1,"27.9",
"Kieboom, Carter","666198","2020",".274","85.1","11.9",20.9,"26.7",
"Gurriel Jr., Lourdes","666971","2020",".347","90.8","10.5",49.4,"26.3",
"Reynolds, Bryan","668804","2020",".314","87.5","10.2",38.3,"28.2",
"Murphy, Sean","669221","2020",".348","92.2","14.7",49.4,"25.6",
"Edman, Tommy","669242","2020",".315","86.5","8.2",33.5,"28.9",
"Solak, Nick","669256","2020",".318","89.9","9.4",40.4,"28.6",
"Smith, Will","669257","2020",".407","90.8","24.2",47.3,"27.8",
"Hiura, Keston","669374","2020",".318","87.4","14.3",39.6,"27.0",
"Hays, Austin","669720","2020",".292","87","11",31.3,"27.9",
"Lopez, Nicky","670032","2020",".287","84.9","1.4",26.7,"27.7",
"Paredes, Isaac","670623","2020",".247","86.5","7.5",26.3,"25.5",
"Garcia, Luis","671277","2020",".296","83.5","-3.6",29.5,"26.7",
"Robert Jr., Luis","673357","2020",".326","87.9","16.7",40.5,"29.1",
"Akiyama, Shogo","673451","2020",".315","85.1","2.9",26.4,"27.7",
"Pujols, Albert","405395","2021",".322","90.3","12",39.7,"22.4",
"Cabrera, Miguel","408234","2021",".315","91.4","10",49,"23.9",
"Molina, Yadier","425877","2021",".306","88","15.3",31.6,"22.6",
"Suzuki, Kurt","435559","2021",".264","85.2","14.6",27.2,"24.6",
"Cruz Jr., Nelson","443558","2021",".363","92.9","11.8",52.5,"26.0",
"Peralta, David","444482","2021",".293","89.3","5.3",41.8,"27.6",
"Pina, Manny","444489","2021",".331","86.5","18.8",32.2,"25.1",
"Escobar, Alcides","444876","2021",".309","81.7","11.1",21,"27.4",
"Longoria, Evan","446334","2021",".351","94.1","15.5",54.5,"26.1",
"Cabrera, Asdrubal","452678","2021",".286","87.8","14.5",30.9,"24.9",
"Blackmon, Charlie","453568","2021",".359","87.6","10.2",38.5,"27.7",
"Maldonado, Martin","455117","2021",".267","88","17.6",33.2,"23.5",
"Chirinos, Robinson","455139","2021",".291","89.4","21.7",45.2,"24.8",
"Cain, Lorenzo","456715","2021",".317","88.4","7.2",37.6,"28.7",
"Solano, Donovan","456781","2021",".335","88.3","11",36.6,"26.1",
"McCutchen, Andrew","457705","2021",".344","88.8","14.6",39.5,"28.7",
"Upton, Justin","457708","2021",".322","90.1","15.2",41.6,"27.5",
"Turner, Justin","457759","2021",".359","90.9","19.2",42.4,"25.5",
"Posey III, Buster","457763","2021",".361","88.5","8.7",39.4,"24.2",
"Votto, Joey","458015","2021",".406","92.9","18.2",53.2,"25.2",
"Gardner, Brett","458731","2021",".296","86.7","12.5",33.2,"28.6",
"Andrus, Elvis","462101","2021",".308","87.8","8.1",34.8,"26.7",
"Ramos, Wilson","467092","2021",".308","89.6","6.6",44,"23.7",
"Santana, Carlos","467793","2021",".335","89.9","12.9",41.9,"24.9",
"Parra, Gerardo","467827","2021",".253","87.5","15.7",29,"26.0",
"Mercer, Jordy","474568","2021",".284","86.7","13.2",33.3,"26.5",
"Belt, Brandon","474832","2021",".374","89.2","23",44.8,"25.6",
"Zimmerman, Ryan","475582","2021",".300","91.3","7.4",47.8,"26.6",
"Lowrie, Jed","476704","2021",".343","90.7","16.4",45.9,"25.2",
"Avila, Alex","488671","2021",".297","88.6","10.8",43.4,"24.2",
"Brantley Jr., Michael","488726","2021",".361","89.5","9.9",42.9,"25.7",
"Castro, Jason","488771","2021",".376","90.5","14.5",42.3,"26.6",
"Gurriel, Yuli","493329","2021",".326","89.8","13.4",42,"27.0",
"Rojas, Miguel","500743","2021",".292","86.2","11.5",32.9,"26.6",
"Escobar, Eduardo","500871","2021",".328","87","20.8",34.5,"27.4",
"Adrianza, Ehire","501303","2021",".314","85.4","13.4",32.6,"26.9",
"Lagares, Juan","501571","2021",".282","90.6","8.8",42.9,"28.2",
"Almonte, Abraham","501659","2021",".317","89.3","10.5",41.4,"27.8",
"Davis, Khris","501981","2021",".311","89.9","13.6",45.2,"25.6",
"Pham, Tommy","502054","2021",".350","90.8","7.6",47.6,"27.8",
"Martinez, J.D.","502110","2021",".374","92.1","16.9",49.4,"26.1",
"Reddick, Josh","502210","2021",".285","85.1","16.8",32.2,"26.3",
"Dyson, Jarrod","502481","2021",".251","83.5","4.1",27.4,"27.8",
"Goldschmidt, Paul","502671","2021",".397","92.6","17.1",50.6,"26.2",
"Gonzalez, Marwin","503556","2021",".281","87.9","8.9",34.5,"26.8",
"Leon, Sandy","506702","2021",".216","87.3","20",26.4,"23.7",
"Altuve, Jose","514888","2021",".332","87.7","15.6",35,"28.0",
"Hernandez, Cesar","514917","2021",".311","87.4","10.7",33.2,"28.7",
"Segura, Jean","516416","2021",".319","87.2","5.8",37.4,"27.3",
"Castro, Starlin","516770","2021",".324","88.4","9.2",40.1,"26.1",
"Marte, Starling","516782","2021",".347","87.6","4.6",39.6,"28.4",
"Culberson, Charlie","518586","2021",".269","85.4","10.6",29.8,"28.1",
"d'Arnaud, Travis","518595","2021",".312","89.9","5.9",43.9,"26.3",
"Donaldson, Josh","518626","2021",".388","94.1","14.6",52.7,"24.5",
"Freeman, Freddie","518692","2021",".416","91.4","12",46.1,"27.0",
"Grandal, Yasmani","518735","2021",".412","93.1","14.2",53.2,"23.5",
"Heyward, Jason","518792","2021",".294","88.2","7.5",42.4,"26.8",
"LeMahieu, DJ","518934","2021",".340","90.6","5",43.5,"26.5",
"Moreland, Mitch","519048","2021",".297","91","12.9",47.7,"24.4",
"Moustakas, Mike","519058","2021",".276","87","18.6",31.4,"25.2",
"Rizzo, Anthony","519203","2021",".347","90.1","14.8",41.1,"25.2",
"Sogard, Eric","519299","2021",".228","84","12.1",14.9,"25.6",
"Stanton, Giancarlo","519317","2021",".363","95.1","10.3",56.3,"24.7",
"Vogt, Stephen","519390","2021",".288","88.5","19.2",35.9,"26.2",
"Galvis, Freddy","520471","2021",".280","86.8","14.1",31.7,"25.8",
"Perez, Salvador","521692","2021",".371","93","15.9",56.2,"26.1",
"Flores, Wilmer","527038","2021",".312","88.6","18",35.4,"24.6",
"Garcia, Avisail","541645","2021",".366","90.4","9.3",46.4,"28.6",
"Ozuna, Marcell","542303","2021",".347","89.7","14.5",40.8,"26.5",
